room_id,name,description,theme,room_photo,private
1023,Dasypus novemcinctus,eget nunc donec quis,95,http://dummyimage.com/164x185.jpg/5fa2dd/ffffff,true
1024,Canis aureus,curae nulla dapibus dolor vel,84,http://dummyimage.com/142x144.png/5fa2dd/ffffff,false
1025,Ateles paniscus,pede lobortis ligula,5,http://dummyimage.com/126x243.bmp/ff4444/ffffff,false
1026,Geochelone elegans,eget vulputate ut ultrices,15,http://dummyimage.com/123x227.png/dddddd/000000,true
1027,Hippotragus niger,consequat nulla nisl nunc nisl,99,http://dummyimage.com/248x233.png/ff4444/ffffff,true
1028,Grus rubicundus,id justo sit amet sapien,4,http://dummyimage.com/238x152.bmp/5fa2dd/ffffff,true
1029,Crax sp.,cubilia curae donec,58,http://dummyimage.com/200x182.jpg/5fa2dd/ffffff,false
1030,Phoca vitulina,quisque porta volutpat erat quisque,38,http://dummyimage.com/245x141.png/ff4444/ffffff,true
1031,Nyctereutes procyonoides,at velit eu est,1,http://dummyimage.com/124x198.jpg/5fa2dd/ffffff,true
1032,Genetta genetta,semper rutrum nulla nunc,44,http://dummyimage.com/105x149.png/ff4444/ffffff,true
1033,Paraxerus cepapi,at velit vivamus vel nulla,39,http://dummyimage.com/130x125.jpg/cc0000/ffffff,true
1034,Vanellus armatus,leo rhoncus sed,79,http://dummyimage.com/180x172.bmp/5fa2dd/ffffff,false
1035,Acrobates pygmaeus,justo maecenas rhoncus,70,http://dummyimage.com/198x163.jpg/cc0000/ffffff,false
1036,Neotoma sp.,donec pharetra magna,100,http://dummyimage.com/242x149.jpg/cc0000/ffffff,true
1037,Paradoxurus hermaphroditus,mauris,34,http://dummyimage.com/110x209.png/cc0000/ffffff,true
1038,Crotalus cerastes,justo aliquam quis turpis eget,34,http://dummyimage.com/161x221.bmp/cc0000/ffffff,false
1039,Charadrius tricollaris,nullam sit,41,http://dummyimage.com/233x100.bmp/5fa2dd/ffffff,true
1040,Phoenicopterus ruber,felis,56,http://dummyimage.com/191x136.jpg/5fa2dd/ffffff,false
1041,Macropus agilis,eu felis fusce,74,http://dummyimage.com/133x108.png/ff4444/ffffff,false
1042,Balearica pavonina,hac habitasse platea dictumst morbi,33,http://dummyimage.com/241x238.png/5fa2dd/ffffff,false
1043,Cacatua tenuirostris,id mauris vulputate,74,http://dummyimage.com/220x136.png/dddddd/000000,false
1044,Uraeginthus granatina,integer ac leo pellentesque ultrices,5,http://dummyimage.com/135x170.jpg/dddddd/000000,false
1045,Ara chloroptera,aliquam,9,http://dummyimage.com/222x149.png/dddddd/000000,false
1046,Capra ibex,quisque id,46,http://dummyimage.com/208x159.bmp/5fa2dd/ffffff,true
1047,Hymenolaimus malacorhynchus,viverra,25,http://dummyimage.com/157x161.jpg/ff4444/ffffff,true
1048,Gyps bengalensis,at,96,http://dummyimage.com/105x154.png/cc0000/ffffff,false
1049,Iguana iguana,et magnis,99,http://dummyimage.com/192x146.jpg/5fa2dd/ffffff,true
1050,Macaca nemestrina,sed,13,http://dummyimage.com/103x187.bmp/5fa2dd/ffffff,true
1051,Spheniscus mendiculus,sapien urna pretium,79,http://dummyimage.com/222x213.png/ff4444/ffffff,false
1052,Aegypius tracheliotus,cum sociis natoque penatibus,68,http://dummyimage.com/225x211.jpg/5fa2dd/ffffff,false
1053,Dicrostonyx groenlandicus,pede malesuada in imperdiet,81,http://dummyimage.com/152x189.bmp/5fa2dd/ffffff,true
1054,Papio cynocephalus,justo sollicitudin,57,http://dummyimage.com/147x194.png/cc0000/ffffff,false
1055,Dusicyon thous,vulputate luctus,86,http://dummyimage.com/109x184.jpg/ff4444/ffffff,true
1056,Haliaetus leucogaster,erat vestibulum sed,31,http://dummyimage.com/136x174.png/cc0000/ffffff,false
1057,Macaca radiata,vitae nisl aenean lectus pellentesque,29,http://dummyimage.com/166x165.bmp/cc0000/ffffff,true
1058,Tayassu pecari,metus aenean,67,http://dummyimage.com/236x156.bmp/5fa2dd/ffffff,false
1059,Larus novaehollandiae,sit amet nunc,38,http://dummyimage.com/159x242.bmp/5fa2dd/ffffff,false
1060,Vombatus ursinus,augue,66,http://dummyimage.com/222x132.jpg/ff4444/ffffff,false
1061,Ursus maritimus,vestibulum ante ipsum,11,http://dummyimage.com/180x197.bmp/cc0000/ffffff,true
1062,Equus hemionus,orci,10,http://dummyimage.com/226x189.png/dddddd/000000,false
1063,Alligator mississippiensis,ac diam cras pellentesque volutpat,92,http://dummyimage.com/111x194.jpg/ff4444/ffffff,true
1064,Centrocercus urophasianus,aliquet at feugiat non,21,http://dummyimage.com/160x230.jpg/ff4444/ffffff,false
1065,Felis concolor,lacus,85,http://dummyimage.com/218x199.bmp/cc0000/ffffff,true
1066,Creagrus furcatus,dignissim vestibulum vestibulum ante ipsum,75,http://dummyimage.com/174x223.png/ff4444/ffffff,false
1067,Plectopterus gambensis,vehicula consequat morbi a ipsum,7,http://dummyimage.com/142x172.bmp/ff4444/ffffff,true
1068,Ciconia ciconia,ut,26,http://dummyimage.com/170x201.png/5fa2dd/ffffff,true
1069,Marmota caligata,quam nec dui luctus rutrum,33,http://dummyimage.com/200x230.bmp/5fa2dd/ffffff,false
1070,Rhea americana,eros suspendisse,12,http://dummyimage.com/235x206.jpg/5fa2dd/ffffff,false
1071,Gyps fulvus,mauris morbi non lectus,25,http://dummyimage.com/132x192.jpg/5fa2dd/ffffff,true
1072,Gopherus agassizii,quam sollicitudin vitae consectetuer,14,http://dummyimage.com/247x219.bmp/5fa2dd/ffffff,true
1073,Colobus guerza,quisque,85,http://dummyimage.com/215x232.png/5fa2dd/ffffff,true
1074,Picoides pubescens,sit amet sem,59,http://dummyimage.com/131x154.bmp/dddddd/000000,false
1075,Phalaropus fulicarius,vel augue,16,http://dummyimage.com/173x110.png/5fa2dd/ffffff,false
1076,Junonia genoveua,ut at dolor,28,http://dummyimage.com/184x116.bmp/dddddd/000000,false
1077,Dasypus novemcinctus,accumsan odio curabitur convallis duis,16,http://dummyimage.com/235x187.png/cc0000/ffffff,false
1078,Irania gutteralis,leo pellentesque,77,http://dummyimage.com/101x221.jpg/ff4444/ffffff,true
1079,Varanus salvator,proin interdum mauris non ligula,91,http://dummyimage.com/200x175.jpg/5fa2dd/ffffff,true
1080,unavailable,pede justo,22,http://dummyimage.com/236x104.bmp/ff4444/ffffff,true
1081,Taurotagus oryx,a,1,http://dummyimage.com/215x124.bmp/dddddd/000000,true
1082,Varanus salvator,luctus cum,86,http://dummyimage.com/191x128.bmp/ff4444/ffffff,false
1083,Phoca vitulina,a,8,http://dummyimage.com/113x185.png/ff4444/ffffff,true
1084,Phoenicopterus ruber,quis tortor id,64,http://dummyimage.com/166x232.bmp/ff4444/ffffff,false
1085,Thamnolaea cinnmomeiventris,eget,56,http://dummyimage.com/108x127.jpg/cc0000/ffffff,false
1086,Ictonyx striatus,morbi ut odio,40,http://dummyimage.com/186x129.png/dddddd/000000,false
1087,Trachyphonus vaillantii,sapien ut nunc vestibulum ante,21,http://dummyimage.com/223x100.bmp/ff4444/ffffff,false
1088,unavailable,ipsum,86,http://dummyimage.com/211x210.bmp/ff4444/ffffff,true
1089,Cordylus giganteus,in,20,http://dummyimage.com/240x173.png/5fa2dd/ffffff,true
1090,Paraxerus cepapi,semper interdum,69,http://dummyimage.com/237x112.png/dddddd/000000,true
1091,Melophus lathami,pede justo lacinia eget,60,http://dummyimage.com/114x138.bmp/ff4444/ffffff,true
1092,Dusicyon thous,in hac habitasse platea,35,http://dummyimage.com/225x104.png/cc0000/ffffff,false
1093,Tamandua tetradactyla,imperdiet et commodo vulputate,79,http://dummyimage.com/157x148.bmp/dddddd/000000,true
1094,Coluber constrictor,nulla nisl nunc nisl,60,http://dummyimage.com/167x114.jpg/cc0000/ffffff,false
1095,unavailable,lobortis est phasellus sit,30,http://dummyimage.com/234x109.jpg/ff4444/ffffff,false
1096,Choloepus hoffmani,nibh,83,http://dummyimage.com/160x138.png/5fa2dd/ffffff,false
1097,unavailable,cursus vestibulum,43,http://dummyimage.com/192x228.bmp/dddddd/000000,false
1098,Cacatua tenuirostris,parturient,7,http://dummyimage.com/237x168.bmp/5fa2dd/ffffff,false
1099,Fratercula corniculata,vehicula,44,http://dummyimage.com/151x242.jpg/cc0000/ffffff,false
1100,Francolinus leucoscepus,aenean fermentum donec ut mauris,88,http://dummyimage.com/129x212.bmp/5fa2dd/ffffff,true
1101,Zosterops pallidus,aenean auctor,30,http://dummyimage.com/220x206.png/5fa2dd/ffffff,false
1102,Ceryle rudis,molestie lorem quisque ut erat,44,http://dummyimage.com/127x245.jpg/dddddd/000000,false
1103,Centrocercus urophasianus,ac,10,http://dummyimage.com/179x217.jpg/ff4444/ffffff,false
1104,Ara ararauna,massa,18,http://dummyimage.com/196x178.png/cc0000/ffffff,true
1105,Crocodylus niloticus,turpis integer aliquet massa,51,http://dummyimage.com/241x117.bmp/dddddd/000000,true
1106,Sauromalus obesus,sem fusce consequat,83,http://dummyimage.com/199x203.bmp/5fa2dd/ffffff,false
1107,Ardea golieth,vestibulum,13,http://dummyimage.com/212x198.png/dddddd/000000,true
1108,Lemur catta,congue risus semper porta volutpat,80,http://dummyimage.com/147x142.png/cc0000/ffffff,true
1109,Equus burchelli,magnis dis parturient montes nascetur,56,http://dummyimage.com/199x197.png/ff4444/ffffff,false
1110,Sula dactylatra,pretium iaculis justo in hac,30,http://dummyimage.com/169x192.jpg/ff4444/ffffff,true
1111,Philetairus socius,diam erat fermentum justo,69,http://dummyimage.com/211x197.png/cc0000/ffffff,true
1112,Callorhinus ursinus,diam vitae quam suspendisse potenti,45,http://dummyimage.com/234x182.bmp/ff4444/ffffff,true
1113,Phascogale calura,sollicitudin vitae consectetuer eget,57,http://dummyimage.com/192x216.bmp/5fa2dd/ffffff,true
1114,Toxostoma curvirostre,aliquam sit amet diam,54,http://dummyimage.com/194x136.bmp/cc0000/ffffff,false
1115,Gyps bengalensis,nam tristique tortor eu,39,http://dummyimage.com/227x152.bmp/5fa2dd/ffffff,false
1116,Canis mesomelas,eu nibh,40,http://dummyimage.com/204x158.png/5fa2dd/ffffff,true
1117,Sarcophilus harrisii,curabitur gravida,1,http://dummyimage.com/168x228.bmp/5fa2dd/ffffff,false
1118,Spermophilus lateralis,venenatis,48,http://dummyimage.com/160x165.png/ff4444/ffffff,true
1119,Neophoca cinerea,tristique est et,16,http://dummyimage.com/101x143.jpg/ff4444/ffffff,true
1120,Lamprotornis superbus,ipsum dolor sit,63,http://dummyimage.com/163x240.bmp/cc0000/ffffff,true
1121,Varanus sp.,a feugiat et eros vestibulum,15,http://dummyimage.com/177x125.jpg/cc0000/ffffff,true
1122,Taxidea taxus,odio,88,http://dummyimage.com/136x174.bmp/5fa2dd/ffffff,true
1123,Felis silvestris lybica,cum sociis natoque penatibus,65,http://dummyimage.com/108x147.jpg/cc0000/ffffff,true
1124,Gorilla gorilla,dolor sit amet consectetuer adipiscing,23,http://dummyimage.com/193x107.jpg/ff4444/ffffff,false
1125,Heloderma horridum,ac,33,http://dummyimage.com/209x214.png/dddddd/000000,false
1126,Cervus canadensis,pede lobortis,99,http://dummyimage.com/195x164.bmp/ff4444/ffffff,false
1127,Ctenophorus ornatus,morbi,99,http://dummyimage.com/245x215.jpg/cc0000/ffffff,true
1128,Dromaeus novaehollandiae,sed augue,2,http://dummyimage.com/141x209.bmp/cc0000/ffffff,false
1129,Upupa epops,ipsum ac tellus,100,http://dummyimage.com/222x130.jpg/cc0000/ffffff,true
1130,Spermophilus lateralis,integer tincidunt,15,http://dummyimage.com/185x234.bmp/dddddd/000000,true
1131,Fratercula corniculata,faucibus orci,1,http://dummyimage.com/105x198.bmp/dddddd/000000,true
1132,Myrmecophaga tridactyla,nisi,87,http://dummyimage.com/225x166.png/ff4444/ffffff,true
1133,Libellula quadrimaculata,suscipit ligula,52,http://dummyimage.com/132x126.png/cc0000/ffffff,true
1134,Hymenolaimus malacorhynchus,curae nulla dapibus dolor,1,http://dummyimage.com/184x248.bmp/dddddd/000000,false
1135,Neotis denhami,eu interdum eu tincidunt in,65,http://dummyimage.com/219x226.bmp/ff4444/ffffff,true
1136,Hystrix cristata,dapibus dolor vel,31,http://dummyimage.com/139x125.png/5fa2dd/ffffff,false
1137,Branta canadensis,odio donec,3,http://dummyimage.com/202x178.jpg/dddddd/000000,false
1138,Sylvicapra grimma,ut nulla sed accumsan,6,http://dummyimage.com/187x148.png/5fa2dd/ffffff,false
1139,Corvus brachyrhynchos,etiam,26,http://dummyimage.com/128x157.bmp/dddddd/000000,true
1140,Axis axis,quam sollicitudin vitae consectetuer,3,http://dummyimage.com/215x149.bmp/cc0000/ffffff,true
1141,Ninox superciliaris,mauris sit amet eros suspendisse,66,http://dummyimage.com/104x236.png/cc0000/ffffff,false
1142,Vulpes chama,sit amet cursus id,65,http://dummyimage.com/226x214.jpg/cc0000/ffffff,false
1143,Cervus duvauceli,odio consequat varius integer,10,http://dummyimage.com/172x151.png/5fa2dd/ffffff,true
1144,Eubalaena australis,cursus,62,http://dummyimage.com/203x233.jpg/ff4444/ffffff,true
1145,Bos taurus,fermentum,67,http://dummyimage.com/189x136.png/ff4444/ffffff,false
1146,Bettongia penicillata,sodales sed,26,http://dummyimage.com/117x156.bmp/5fa2dd/ffffff,true
1147,Cordylus giganteus,hac habitasse platea dictumst,85,http://dummyimage.com/135x123.png/cc0000/ffffff,true
1148,Crotalus adamanteus,pede libero quis orci nullam,38,http://dummyimage.com/243x234.png/cc0000/ffffff,false
1149,Numida meleagris,quis turpis sed,47,http://dummyimage.com/172x102.bmp/dddddd/000000,true
1150,Speothos vanaticus,aliquam augue quam sollicitudin,88,http://dummyimage.com/179x249.jpg/dddddd/000000,true
1151,Sciurus vulgaris,augue luctus,2,http://dummyimage.com/238x157.jpg/dddddd/000000,true
1152,Alopex lagopus,vulputate ut ultrices vel,35,http://dummyimage.com/194x100.bmp/cc0000/ffffff,true
1153,Bos frontalis,mi in porttitor,97,http://dummyimage.com/118x101.jpg/cc0000/ffffff,false
1154,Nasua nasua,quam turpis adipiscing lorem,74,http://dummyimage.com/152x145.jpg/ff4444/ffffff,false
1155,Graspus graspus,elit proin risus,70,http://dummyimage.com/129x215.jpg/cc0000/ffffff,false
1156,Eutamias minimus,sit amet,4,http://dummyimage.com/243x126.png/dddddd/000000,true
1157,Agelaius phoeniceus,vitae quam suspendisse potenti,95,http://dummyimage.com/143x145.bmp/ff4444/ffffff,false
1158,Nasua nasua,et,71,http://dummyimage.com/224x232.bmp/5fa2dd/ffffff,true
1159,Melanerpes erythrocephalus,cum sociis natoque,9,http://dummyimage.com/201x244.bmp/dddddd/000000,false
1160,Streptopelia senegalensis,velit vivamus,99,http://dummyimage.com/127x137.bmp/5fa2dd/ffffff,false
1161,Ploceus rubiginosus,volutpat quam pede lobortis ligula,58,http://dummyimage.com/214x191.bmp/5fa2dd/ffffff,true
1162,Drymarchon corias couperi,at velit eu est,80,http://dummyimage.com/123x135.png/cc0000/ffffff,true
1163,Bison bison,mauris laoreet ut rhoncus,87,http://dummyimage.com/196x150.png/ff4444/ffffff,false
1164,Ursus maritimus,ante nulla justo,1,http://dummyimage.com/200x207.jpg/ff4444/ffffff,true
1165,Nucifraga columbiana,ante vestibulum ante,8,http://dummyimage.com/133x109.png/ff4444/ffffff,false
1166,Xerus sp.,tristique in tempus sit,50,http://dummyimage.com/230x230.jpg/ff4444/ffffff,true
1167,Ctenophorus ornatus,in quis,49,http://dummyimage.com/181x144.png/cc0000/ffffff,true
1168,Anhinga rufa,dui proin leo odio,15,http://dummyimage.com/218x103.bmp/dddddd/000000,true
1169,Phalaropus fulicarius,elit sodales scelerisque,46,http://dummyimage.com/166x113.bmp/cc0000/ffffff,false
1170,Ovis ammon,nullam porttitor,17,http://dummyimage.com/132x114.bmp/ff4444/ffffff,false
1171,Buteo regalis,eros elementum pellentesque quisque,100,http://dummyimage.com/218x227.png/5fa2dd/ffffff,true
1172,Tadorna tadorna,cras mi,9,http://dummyimage.com/240x250.png/ff4444/ffffff,false
1173,Plegadis ridgwayi,duis bibendum felis sed interdum,25,http://dummyimage.com/237x215.png/cc0000/ffffff,false
1174,Lepilemur rufescens,ut at dolor,29,http://dummyimage.com/118x185.jpg/ff4444/ffffff,true
1175,Notechis semmiannulatus,sapien non mi integer,15,http://dummyimage.com/120x216.bmp/ff4444/ffffff,false
1176,Diceros bicornis,luctus nec molestie,17,http://dummyimage.com/142x225.png/cc0000/ffffff,true
1177,Antechinus flavipes,consequat nulla nisl,99,http://dummyimage.com/163x108.jpg/cc0000/ffffff,true
1178,Parus atricapillus,mi sit amet,50,http://dummyimage.com/101x227.jpg/ff4444/ffffff,false
1179,Phoenicopterus ruber,habitasse platea dictumst aliquam augue,28,http://dummyimage.com/188x242.jpg/5fa2dd/ffffff,false
1180,Stercorarius longicausus,ac lobortis vel,57,http://dummyimage.com/227x209.png/5fa2dd/ffffff,false
1181,Felis concolor,faucibus orci,2,http://dummyimage.com/165x236.jpg/ff4444/ffffff,false
1182,Mirounga angustirostris,elementum eu interdum eu tincidunt,8,http://dummyimage.com/183x178.bmp/ff4444/ffffff,true
1183,Ceryle rudis,duis aliquam convallis nunc,11,http://dummyimage.com/206x194.png/ff4444/ffffff,false
1184,Ovibos moschatus,mus etiam vel augue vestibulum,6,http://dummyimage.com/134x219.bmp/cc0000/ffffff,false
1185,Damaliscus lunatus,lorem ipsum dolor sit amet,68,http://dummyimage.com/215x168.bmp/ff4444/ffffff,false
1186,Mazama americana,vel ipsum praesent,10,http://dummyimage.com/226x224.jpg/cc0000/ffffff,false
1187,Ciconia episcopus,sapien in sapien,11,http://dummyimage.com/160x209.png/dddddd/000000,false
1188,Cacatua tenuirostris,eget tempus vel,82,http://dummyimage.com/230x157.bmp/5fa2dd/ffffff,false
1189,Ceratotherium simum,at velit vivamus,34,http://dummyimage.com/166x179.bmp/ff4444/ffffff,true
1190,Gabianus pacificus,donec ut dolor morbi,74,http://dummyimage.com/165x220.bmp/5fa2dd/ffffff,true
1191,Vulpes vulpes,sapien,47,http://dummyimage.com/144x121.bmp/cc0000/ffffff,false
1192,Conolophus subcristatus,molestie,20,http://dummyimage.com/190x174.png/ff4444/ffffff,true
1193,Lutra canadensis,dui,46,http://dummyimage.com/112x182.png/5fa2dd/ffffff,false
1194,Ovis musimon,nam dui proin,18,http://dummyimage.com/145x172.jpg/dddddd/000000,false
1195,Tiliqua scincoides,odio cras mi pede,1,http://dummyimage.com/188x152.bmp/5fa2dd/ffffff,false
1196,Milvago chimachima,integer aliquet massa id,40,http://dummyimage.com/232x180.png/dddddd/000000,true
1197,Trichoglossus chlorolepidotus,quisque id justo,88,http://dummyimage.com/110x126.png/5fa2dd/ffffff,false
1198,Procyon lotor,leo pellentesque ultrices mattis odio,90,http://dummyimage.com/197x215.bmp/cc0000/ffffff,true
1199,Paradoxurus hermaphroditus,luctus et ultrices posuere,52,http://dummyimage.com/231x216.png/5fa2dd/ffffff,true
1200,Macropus agilis,augue,38,http://dummyimage.com/110x109.bmp/dddddd/000000,false
1201,Macropus eugenii,massa donec dapibus duis at,64,http://dummyimage.com/233x195.png/ff4444/ffffff,true
1202,Carduelis uropygialis,convallis duis consequat dui,16,http://dummyimage.com/184x235.bmp/dddddd/000000,true
1203,Anathana ellioti,diam cras,96,http://dummyimage.com/212x219.bmp/dddddd/000000,false
1204,Boa constrictor mexicana,suscipit nulla elit,46,http://dummyimage.com/101x184.png/ff4444/ffffff,true
1205,Francolinus coqui,lacus morbi sem mauris laoreet,5,http://dummyimage.com/101x153.png/cc0000/ffffff,false
1206,Grus canadensis,in purus,20,http://dummyimage.com/191x238.bmp/dddddd/000000,false
1207,Phoenicopterus chilensis,augue,20,http://dummyimage.com/122x177.bmp/cc0000/ffffff,false
1208,Coracias caudata,viverra dapibus nulla,25,http://dummyimage.com/217x114.bmp/ff4444/ffffff,false
1209,Litrocranius walleri,mi sit amet lobortis sapien,50,http://dummyimage.com/227x230.jpg/dddddd/000000,true
1210,Cyrtodactylus louisiadensis,pellentesque,43,http://dummyimage.com/145x137.bmp/cc0000/ffffff,false
1211,Milvago chimachima,sit amet sapien dignissim,36,http://dummyimage.com/233x117.bmp/5fa2dd/ffffff,true
1212,Didelphis virginiana,mauris viverra diam vitae,74,http://dummyimage.com/101x120.png/5fa2dd/ffffff,true
1213,Anthropoides paradisea,fringilla,30,http://dummyimage.com/224x201.jpg/5fa2dd/ffffff,false
1214,Lamprotornis chalybaeus,bibendum morbi non quam nec,9,http://dummyimage.com/209x219.png/5fa2dd/ffffff,true
1215,Cebus apella,id,80,http://dummyimage.com/113x138.jpg/5fa2dd/ffffff,true
1216,Corvus albicollis,diam erat fermentum justo nec,55,http://dummyimage.com/167x112.png/ff4444/ffffff,true
1217,Equus hemionus,vel est,88,http://dummyimage.com/212x211.bmp/5fa2dd/ffffff,false
1218,Canis aureus,pellentesque,90,http://dummyimage.com/190x128.jpg/cc0000/ffffff,true
1219,Lorythaixoides concolor,amet erat,86,http://dummyimage.com/161x173.jpg/cc0000/ffffff,true
1220,Colobus guerza,maecenas rhoncus aliquam,21,http://dummyimage.com/166x245.jpg/5fa2dd/ffffff,true
1221,Agelaius phoeniceus,vestibulum quam sapien varius ut,95,http://dummyimage.com/222x116.bmp/5fa2dd/ffffff,true
1222,Rhea americana,praesent blandit,9,http://dummyimage.com/197x191.bmp/5fa2dd/ffffff,true
1223,Ninox superciliaris,in quam fringilla rhoncus mauris,63,http://dummyimage.com/236x227.png/cc0000/ffffff,false
1224,Pytilia melba,rhoncus,38,http://dummyimage.com/162x225.jpg/dddddd/000000,true
1225,Suricata suricatta,curabitur at,90,http://dummyimage.com/155x105.jpg/ff4444/ffffff,false
1226,Prionace glauca,eros viverra,67,http://dummyimage.com/114x132.png/cc0000/ffffff,true
1227,Grus rubicundus,vivamus,40,http://dummyimage.com/227x170.png/5fa2dd/ffffff,true
1228,Perameles nasuta,posuere metus vitae ipsum,1,http://dummyimage.com/178x151.jpg/5fa2dd/ffffff,true
1229,Ursus americanus,viverra,7,http://dummyimage.com/230x105.bmp/dddddd/000000,false
1230,Otaria flavescens,aliquet,47,http://dummyimage.com/142x195.png/cc0000/ffffff,false
1231,Ictalurus furcatus,morbi sem mauris,62,http://dummyimage.com/164x116.bmp/ff4444/ffffff,false
1232,Trachyphonus vaillantii,sit amet,4,http://dummyimage.com/104x170.png/ff4444/ffffff,true
1233,Lepus arcticus,sed tristique,31,http://dummyimage.com/176x116.png/dddddd/000000,false
1234,Canis lupus,sit amet,20,http://dummyimage.com/181x242.bmp/dddddd/000000,true
1235,Mellivora capensis,in sagittis dui vel nisl,7,http://dummyimage.com/137x219.png/ff4444/ffffff,true
1236,Crocodylus niloticus,in hac habitasse platea,82,http://dummyimage.com/219x232.bmp/cc0000/ffffff,true
1237,Podargus strigoides,orci,78,http://dummyimage.com/136x239.bmp/dddddd/000000,false
1238,Haliaetus leucogaster,turpis eget elit sodales,37,http://dummyimage.com/147x141.jpg/5fa2dd/ffffff,false
1239,Francolinus coqui,pretium iaculis diam,80,http://dummyimage.com/130x119.bmp/dddddd/000000,true
1240,Anser anser,tincidunt in,72,http://dummyimage.com/218x153.bmp/cc0000/ffffff,true
1241,Sula dactylatra,curabitur gravida nisi at nibh,80,http://dummyimage.com/203x123.png/cc0000/ffffff,false
1242,Canis mesomelas,aliquet maecenas leo,21,http://dummyimage.com/102x146.bmp/cc0000/ffffff,false
1243,Smithopsis crassicaudata,ac consequat metus sapien ut,56,http://dummyimage.com/110x127.png/5fa2dd/ffffff,false
1244,Amblyrhynchus cristatus,quisque erat,40,http://dummyimage.com/185x229.bmp/5fa2dd/ffffff,false
1245,Felis concolor,et magnis dis parturient,32,http://dummyimage.com/126x143.png/5fa2dd/ffffff,true
1246,Neotis denhami,sem sed sagittis nam congue,80,http://dummyimage.com/237x160.jpg/dddddd/000000,false
1247,Cervus elaphus,semper porta volutpat,7,http://dummyimage.com/213x163.png/cc0000/ffffff,false
1248,Buteo galapagoensis,lacus morbi quis tortor,67,http://dummyimage.com/234x107.png/ff4444/ffffff,false
1249,Sciurus vulgaris,nulla eget eros elementum pellentesque,35,http://dummyimage.com/127x116.jpg/5fa2dd/ffffff,true
1250,Lasiorhinus latifrons,massa volutpat convallis,17,http://dummyimage.com/100x145.bmp/ff4444/ffffff,true
1251,Ratufa indica,vel,46,http://dummyimage.com/158x105.bmp/5fa2dd/ffffff,false
1252,unavailable,eget massa,42,http://dummyimage.com/199x238.jpg/dddddd/000000,false
1253,Eremophila alpestris,nec condimentum neque sapien placerat,29,http://dummyimage.com/180x150.png/5fa2dd/ffffff,true
1254,Francolinus leucoscepus,tempor turpis,73,http://dummyimage.com/173x209.jpg/ff4444/ffffff,false
1255,Chelodina longicollis,lorem vitae mattis,88,http://dummyimage.com/250x243.png/ff4444/ffffff,true
1256,Cacatua galerita,urna pretium nisl ut volutpat,54,http://dummyimage.com/241x239.bmp/ff4444/ffffff,false
1257,Lamprotornis superbus,a nibh,71,http://dummyimage.com/169x136.bmp/cc0000/ffffff,false
1258,Sula nebouxii,nunc purus phasellus,87,http://dummyimage.com/182x211.jpg/cc0000/ffffff,true
1259,Microcavia australis,ligula in,40,http://dummyimage.com/118x165.bmp/cc0000/ffffff,false
